"Road_ID","Road_Name","Category","Highway_Type","Ref_Code","Length_km","Lanes","Speed_Limit_kmph","Carriageway","Pavement_Condition"
"PAT-RD-0386","Rajendra Path","Secondary / Connector Road","secondary","N/A","0.254","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0387","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.05","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0388","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.283","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0389","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.261","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0390","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.285","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0391","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.023","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0392","Bailey Road","National Highway / Expressway","trunk","NH922","0.763","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0393","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.559","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0394","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.319","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0395","Flyover","National Highway / Expressway","trunk","NH139","0.107","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0396","Mithapur karbigahiya flyover","National Highway / Expressway","trunk","NH139","0.029","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0397","Major City Arterial","Primary Arterial Road","primary","N/A","0.327","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0398","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.076","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0399","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.384","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0400","Major City Arterial","Primary Arterial Road","primary","N/A","0.733","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0401","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.057","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0402","Atal Path","Primary Arterial Road","primary","N/A","0.739","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0403","Major City Arterial","Primary Arterial Road","primary","N/A","0.065","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0404","Atal Path","Primary Arterial Road","primary","N/A","0.262","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0405","Atal Path","Primary Arterial Road","primary","N/A","0.031","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0406","Atal Path","Primary Arterial Road","primary","N/A","0.269","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0407","Atal Path","Primary Arterial Road","primary","N/A","0.031","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0408","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.592","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0409","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.049","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0410","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.039","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0411","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.151","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0412","kankarbagh main road","National Highway / Expressway","trunk","NH139","0.346","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0413","Urban Connector Road","Secondary / Connector Road","secondary","N/A","3.89","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0414","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.022","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0415","Secondary Road (MDR)","Secondary / Connector Road","secondary","MDR","0.465","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0416","Bailey Road","National Highway / Expressway","trunk","NH922","0.899","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0417","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.132","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0418","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.027","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0419","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.028","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0420","Flyover","Secondary / Connector Road","secondary","N/A","0.284","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0421","Kumhrar Road","National Highway / Expressway","trunk","NH139","0.039","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0422","Major City Arterial","Primary Arterial Road","primary","N/A","0.026","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0423","Major City Arterial","Primary Arterial Road","primary","N/A","0.046","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0424","Major City Arterial","Primary Arterial Road","primary","N/A","0.049","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0425","Major City Arterial","Primary Arterial Road","primary","N/A","0.045","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0426","Major City Arterial","Primary Arterial Road","primary","N/A","0.029","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0427","Major City Arterial","Primary Arterial Road","primary","N/A","0.064","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0428","Major City Arterial","Primary Arterial Road","primary","N/A","0.067","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0429","Bailey Road","National Highway / Expressway","trunk","NH922","0.318","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0430","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.26","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0431","Urban Connector Road","Secondary / Connector Road","secondary","N/A","1.02","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0432","East Boring Canal Road Underpass","Secondary / Connector Road","secondary","N/A","0.091","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0433","Atal Path","Primary Arterial Road","primary","N/A","0.87","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0434","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.563","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0435","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.17","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0436","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.157","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0437","Flyover","National Highway / Expressway","trunk","NH139","0.102","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0438","Chiriya Taar overbridge Ramp","Primary Arterial Road","primary_link","N/A","0.035","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0439","Serpentine Road Flyover","Secondary / Connector Road","secondary","N/A","0.303","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0440","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.023","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0441","Urban Connector Road","Secondary / Connector Road","secondary","N/A","1.021","2","40","Undivided 2-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0442","Malahi Pakdi Road","Secondary / Connector Road","secondary","N/A","0.041","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0443","Malahi Pakdi Road","Secondary / Connector Road","secondary","N/A","0.037","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0444","Malahi Pakdi Road","Secondary / Connector Road","secondary","N/A","0.033","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0445","Malahi Pakdi Road","Secondary / Connector Road","secondary","N/A","0.035","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0446","Malahi Pakdi Road","Secondary / Connector Road","secondary","N/A","0.034","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0447","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.418","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0448","Major City Arterial","Primary Arterial Road","primary","N/A","0.11","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0449","Major City Arterial","Primary Arterial Road","primary","N/A","0.323","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0450","Major City Arterial","Primary Arterial Road","primary","N/A","0.317","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0451","Major City Arterial","Primary Arterial Road","primary","N/A","0.04","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0452","Major City Arterial","Primary Arterial Road","primary","N/A","0.239","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0453","Major City Arterial","Primary Arterial Road","primary","N/A","0.239","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0454","Major City Arterial","Primary Arterial Road","primary","N/A","0.07","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0455","Major City Arterial","Primary Arterial Road","primary","N/A","0.179","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0456","Major City Arterial","Primary Arterial Road","primary","N/A","0.097","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0457","Major City Arterial","Primary Arterial Road","primary","N/A","0.024","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0458","Major City Arterial","Primary Arterial Road","primary","N/A","0.026","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0459","Primary Arterial (NH922)","Primary Arterial Road","primary","NH922","0.605","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0460","Ashok Rajpath","Primary Arterial Road","primary","N/A","0.972","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0461","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.679","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0462","Ashok Raj Path","Primary Arterial Road","primary","N/A","0.039","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0463","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.541","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0464","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.074","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0465","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.048","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0466","Kumhrar Road","National Highway / Expressway","trunk","NH139","0.186","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0467","Major City Arterial","Primary Arterial Road","primary","N/A","0.742","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0468","Kumhrar Road","National Highway / Expressway","trunk","NH139","0.293","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0469","Malahi Pakdi Road","Secondary / Connector Road","secondary","N/A","0.139","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0470","Malahi Pakdi Road","Secondary / Connector Road","secondary","N/A","0.029","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0471","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.066","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0472","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.024","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0473","Major City Arterial","Primary Arterial Road","primary","N/A","0.063","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0474","Major City Arterial","Primary Arterial Road","primary","N/A","0.34","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0475","90 Feet Road","Secondary / Connector Road","secondary","N/A","0.189","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0476","West Boring Canal Road","Secondary / Connector Road","secondary","N/A","0.091","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0477","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.361","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0478","Bailey Road Flyover","National Highway / Expressway","trunk","NH922","0.159","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0479","Bailey Road Flyover","National Highway / Expressway","trunk","NH922","0.283","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0480","Bailey Road Flyover","National Highway / Expressway","trunk","NH922","0.123","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0481","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.484","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0482","Atal Path","Primary Arterial Road","primary","N/A","0.073","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0483","Atal Path","Primary Arterial Road","primary","N/A","0.072","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0484","Atal Path","Primary Arterial Road","primary","N/A","0.275","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0485","Atal Path","Primary Arterial Road","primary","N/A","0.275","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0486","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.057","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0487","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.054","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0488","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.647","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0489","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.645","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0490","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.053","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0491","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.585","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0492","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.023","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0493","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.034","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0494","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.023","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0495","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.023","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0496","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.022","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0497","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.021","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0498","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.021","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0499","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.022","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0500","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.024","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0501","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.166","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0502","RK AVE","Secondary / Connector Road","secondary","N/A","0.288","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0503","Nala Road","Secondary / Connector Road","secondary","N/A","0.228","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0504","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.037","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0505","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.033","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0506","Major City Arterial","Primary Arterial Road","primary","N/A","0.268","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0507","Major City Arterial","Primary Arterial Road","primary_link","N/A","0.035","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0508","Major City Arterial","Primary Arterial Road","primary_link","N/A","0.03","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0509","Chiriya Taar overbridge","Primary Arterial Road","primary","N/A","0.107","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0510","Flyover","National Highway / Expressway","trunk","NH139","0.22","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0511","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.28","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0512","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.274","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0513","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.029","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0514","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.026","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0515","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.027","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0516","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.028","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0517","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.023","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0518","Primary Arterial (SH1)","Primary Arterial Road","primary","SH1","1.433","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0519","Primary Arterial (SH1)","Primary Arterial Road","primary","SH1","0.038","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0520","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.033","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0521","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.476","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0522","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.385","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0523","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.266","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0524","NH Corridor (NH22)","National Highway / Expressway","trunk","NH22","0.022","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0525","Malahi Pakdi Road","Secondary / Connector Road","secondary","N/A","0.066","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0526","Chiriya Taar overbridge Ramp","Primary Arterial Road","primary_link","N/A","0.039","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0527","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.086","4","80","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0528","Chiriya Taar overbridge","Primary Arterial Road","primary","NH922","0.039","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0529","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.021","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0530","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.033","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0531","NH Corridor (NH139)","National Highway / Expressway","trunk","NH139","0.857","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0532","Flyover","National Highway / Expressway","trunk","N/A","0.034","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0533","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.054","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0534","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.032","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0535","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.026","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0536","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.029","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0537","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.029","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0538","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.023","2","40","Undivided 2-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0539","Urban Connector Road","Secondary / Connector Road","secondary_link","N/A","0.024","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0540","Primary Arterial (SH1)","Primary Arterial Road","primary","SH1","1.297","4","60","Divided Multi-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0541","Mithapur karbigahiya flyover","National Highway / Expressway","trunk","NH139","0.084","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0542","Mithapur karbigahiya flyover","National Highway / Expressway","trunk","NH139","0.045","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0543","Major City Arterial","Primary Arterial Road","primary","N/A","0.035","4","60","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0544","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.041","2","40","Undivided 2-Lane","Fair (PCI 70-84)"
"PAT-RD-0545","Urban Connector Road","Secondary / Connector Road","secondary","N/A","0.039","2","40","Undivided 2-Lane","Satisfactory (PCI 55-69)"
"PAT-RD-0546","NH Corridor (NH31)","National Highway / Expressway","trunk","NH31","2.991","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0547","Station Road","National Highway / Expressway","trunk","NH922","0.04","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0548","Flyover","National Highway / Expressway","trunk","NH139","0.061","4","80","Divided Multi-Lane","Fair (PCI 70-84)"
"PAT-RD-0549","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.095","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0550","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.088","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0551","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.023","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0552","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.482","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0553","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.172","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0554","Bailey Road","National Highway / Expressway","trunk","NH922","0.039","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0555","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.194","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0556","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk_link","N/A","0.2","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0557","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.04","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0558","West Boring Canal Road Flyover","Secondary / Connector Road","secondary","N/A","0.202","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0559","Serpentine Road Flyover","Secondary / Connector Road","secondary","N/A","0.201","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0560","West Boring Canal Road Flyover","Secondary / Connector Road","secondary","N/A","0.164","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0561","East Boring Canal Road Underpass","Secondary / Connector Road","secondary","N/A","0.168","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0562","NH Corridor (NH922)","National Highway / Expressway","trunk","NH922","0.167","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0563","GauriyaMath Flyover","Secondary / Connector Road","secondary","N/A","0.066","2","40","Undivided 2-Lane","Good (PCI 85-100)"
"PAT-RD-0564","Patna Bypass / Expressway Corridor","National Highway / Expressway","trunk","N/A","0.193","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0565","Flyover","National Highway / Expressway","trunk","N/A","0.193","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0566","Primary Arterial (SH1)","Primary Arterial Road","primary","SH1","0.298","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0567","Flyover","National Highway / Expressway","trunk","N/A","0.022","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0568","Flyover","National Highway / Expressway","trunk","NH22","0.039","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0569","Flyover","National Highway / Expressway","trunk","NH22","0.291","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0570","Flyover","Primary Arterial Road","primary","N/A","0.022","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0571","Flyover","National Highway / Expressway","trunk","NH22","0.135","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0572","Bailey Road Flyover","National Highway / Expressway","trunk","NH922","0.021","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0573","Bailey Road Flyover","National Highway / Expressway","trunk","NH922","0.023","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0574","Kumhrar Road","National Highway / Expressway","trunk","NH139","0.038","4","80","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0575","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.02","4","60","Divided Multi-Lane","Good (PCI 85-100)"
"PAT-RD-0576","Atal Path Flyover","Primary Arterial Road","primary","N/A","0.024","4","60","Divided Multi-Lane","Good (PCI 85-100)"
